Start Time,09/12/2017 10:00,End Time,09/12/2017  14:00:00 PM,,,,,,where are these?,,,,,,,Interval,,,,,
,PIC401/PID1/OUT.CV,PIC401/PID1/PV.CV,PIC403/PID1/OUT.CV,PIC403/PID1/PV.CV,LI405/OUT.CV,LIC402/PID1/OUT.CV,LIC402/PID1/PV.CV,PIC501/PID1/PV.CV,LVC502-SR/PID1/PV.CV,LIC507/PID1/OUT.CV,LIC507/PID1/PV.CV,LI505/OUT.CV,LVC504/PID1/OUT.CV,LVC504/PID1/PV.CV,LI101/OUT.CV,LI201/OUT.CV,LI504/OUT.CV,TT313/OUT.CV,PUMP1_SUPPORT/CURRENT.CV,PUMP1_SUPPORT/MOTOR_SPEED.CV,PUMP1_SUPPORT/FREQ_SETPOINT.CV
TIMESTAMP,Outlet gas flow 2-phase,,Inlet flow 2-phase,,2-phase liquid level,Outlet liquid flow 2-phase,,,,Outlet oil CW,,,,,,,,,,,
42990.41667,100,1.022341967,100,0.000518115,-0.02937738,100,-0.029162269,0.998340726,53.59981155,0,98.67913055,30.02739906,3.585608959,30.02739906,1.448830962,1.258723974,-1.286525011,0,0,0,0
42990.41668,100,1.022325039,100,0.000518113,-0.029485971,100,-0.029183211,0.998332918,53.59841156,0,98.67397308,30.0278492,3.400417089,30.0278492,1.448832035,1.258185029,-1.286525011,0,0,0,0
42990.41669,100,1.022307992,100,0.00051811,-0.029594559,100,-0.029204151,0.998325229,53.59700012,0,98.66880035,30.02709961,3.215224981,30.02709961,1.448832989,1.257645965,-1.286525011,0,0,0,0
42990.4167,100,1.022289991,100,0.000518107,-0.02970314,100,-0.029225091,0.99831742,53.59560013,0,98.66364288,30.02634048,3.289745092,30.02634048,1.448833942,1.257740021,-1.286525011,0,0,0,0
42990.41671,100,1.022272944,100,0.000518104,-0.029811731,100,-0.02924603,0.998309612,53.59420013,0,98.65847015,30.0255909,3.364264011,30.0255909,1.448835015,1.257833004,-1.286525011,0,0,0,0
42990.41672,100,1.022256017,100,0.000518102,-0.029920319,100,-0.02926697,0.998301804,53.59280014,0,98.65331268,30.0248394,3.438783884,30.0248394,1.448835015,1.257926941,-1.286525011,0,0,0,0
42990.41674,100,1.022238016,100,0.000518099,-0.030028909,100,-0.02928791,0.998294115,53.59140015,0,98.64813995,30.02408028,3.413131952,30.02408028,1.448835969,1.258020997,-1.286525011,0,0,0,0
42990.41675,100,1.022220969,100,0.000518096,-0.03013749,100,-0.02930885,0.998286307,53.59000015,0,98.64296722,30.02333069,3.387480021,30.02333069,1.448837042,1.25811398,-1.286525011,0,0,0,0
42990.41676,100,1.022204041,100,0.000518093,-0.030246081,100,-0.02932979,0.998278499,53.58858871,0,98.63780212,30.02257919,3.361828089,30.02257919,1.448837996,1.258208036,-1.286525011,0,0,0,0
42990.41677,100,1.022186041,100,0.00051809,-0.030354669,100,-0.02935073,0.99827081,53.58718872,0,98.63263702,30.02182007,3.436825037,30.02182007,1.448837996,1.258301973,-1.286525011,0,0,0,0
42990.41678,100,1.022168994,100,0.000518088,-0.03046326,100,-0.02937167,0.998262882,53.58578873,0,98.62747192,30.02107048,3.167195082,30.02107048,1.448838949,1.258396029,-1.286525011,0,0,0,0
42990.41679,100,1.022151947,100,0.000518085,-0.030571841,100,-0.029392609,0.998255193,53.5843811,0,98.62230682,30.02032089,3.276958942,30.02032089,1.448840022,1.258489013,-1.286525011,0,0,0,0
42990.41681,100,1.022133946,100,0.000518082,-0.030680429,100,-0.029413549,0.998247385,53.58298111,0,98.61714172,30.0195694,3.386723995,30.0195694,1.448840976,1.25858295,-1.286525011,0,0,0,0
42990.41682,100,1.022117019,100,0.000518079,-0.03078902,100,-0.029434489,0.998239577,53.58158112,0,98.61714172,30.01881027,3.400568008,30.01881027,1.448840976,1.258016944,-1.286525011,0,0,0,0
42990.41683,100,1.022099972,100,0.000518077,-0.03089761,100,-0.029455431,0.998231888,53.58124161,0,98.61714172,30.01806068,3.414412975,30.01806068,1.448842049,1.257451057,-1.286525011,0,0,0,0
42990.41684,100,1.022081971,100,0.000518074,-0.031006191,100,-0.029476371,0.99822408,53.58089828,0,98.61714172,30.01730919,3.144169092,30.01730919,1.448843002,1.256886005,-1.286525011,0,0,0,0
42990.41685,100,1.022065043,100,0.000518071,-0.031114779,100,-0.029497311,0.998216271,53.58055878,0,98.61714172,30.01655006,3.221798897,30.01655006,1.448843956,1.25632,-1.286525011,0,0,0,0
42990.41686,100,1.022047997,100,0.000518068,-0.03122337,100,-0.02951825,0.998208523,53.58021927,0,98.61714172,30.01580048,3.29942894,30.01580048,1.448843956,1.255753994,-1.286525011,0,0,0,0
42990.41688,100,1.022029996,100,0.000518066,-0.03133196,100,-0.02953919,0.998200774,53.57987976,0,98.61605835,30.01505089,3.377058983,30.01505089,1.448845029,1.255187988,-1.286525011,0,0,0,0
42990.41689,100,1.022012949,100,0.000518063,-0.031440541,100,-0.02956013,0.998193026,53.57954025,0,98.61496735,30.01428986,3.114245892,30.01428986,1.448845983,1.255252004,-1.286525011,0,0,0,0
42990.4169,100,1.021996021,100,0.00051806,-0.03154913,100,-0.02958107,0.998185217,53.5791893,0,98.6138916,30.01354027,3.289493084,30.01354027,1.448847055,1.255316019,-1.286525011,0,0,0,0
42990.41691,100,1.021978021,100,0.000518057,-0.031657722,100,-0.02960201,0.998177528,53.57884979,0,98.61280823,30.01354027,3.464739084,30.01354027,1.448848009,1.255378962,-1.286525011,0,0,0,0
42990.41692,100,1.021960974,100,0.000518054,-0.03176631,100,-0.02962295,0.99816972,53.57851028,0,98.61171722,30.01354027,3.468113899,30.01354027,1.448848009,1.255442977,-1.286525011,0,0,0,0
42990.41693,100,1.021944046,100,0.000518052,-0.031874891,100,-0.02964389,0.998161912,53.57817078,0,98.61062622,30.01354027,3.471487999,30.01354027,1.448848963,1.255506992,-1.286525011,0,0,0,0
42990.41694,100,1.021926999,100,0.000518049,-0.03198348,100,-0.029664829,0.998154104,53.57783127,0,98.60955048,30.01354027,3.474863052,30.01354027,1.448850036,1.256654978,-1.286525011,0,0,0,0
42990.41696,100,1.021908998,100,0.000518046,-0.032092068,100,-0.029685769,0.998146415,53.57749176,0,98.6084671,30.01354027,3.478236914,30.01354027,1.448850989,1.257802963,-1.286525011,0,0,0,0
42990.41697,100,1.021891952,100,0.000518043,-0.032200661,100,-0.029706709,0.998138487,53.57714844,0,98.60738373,30.01354027,3.481611967,30.01354027,1.448850989,1.258950949,-1.286525011,0,0,0,0
42990.41698,100,1.021875024,100,0.00051804,-0.032309242,100,-0.029727651,0.998130798,53.57680893,0,98.60630035,30.01354027,3.699508905,30.01354027,1.448851943,1.25889802,-1.286525011,0,0,0,0
42990.41699,100,1.021857023,100,0.000518038,-0.03241783,100,-0.029748591,0.998214602,53.60828018,0,98.60521698,30.01354027,3.598550081,30.01354027,1.448853016,1.258844972,-1.286525011,0,0,0,0
42990.417,100,1.021839976,100,0.000518035,-0.032526419,100,-0.029769531,0.998298407,53.63975143,0,98.60652161,30.01354027,3.497591019,30.01354027,1.44885397,1.25879097,-1.286525011,0,0,0,0
42990.41701,100,1.021823049,100,0.000518032,-0.032635011,100,-0.02979047,0.998382211,53.67123032,0,98.6078186,30.01354027,3.485745907,30.01354027,1.44885397,1.258738041,-1.286525011,0,0,0,0
42990.41703,100,1.021805048,100,0.000518029,-0.032743592,100,-0.02981141,0.998466015,53.70270157,0,98.60912323,30.01354027,3.473901033,30.01354027,1.448855042,1.258684993,-1.286525011,0,0,0,0
42990.41704,100,1.021788001,100,0.000518027,-0.03285218,100,-0.02983235,0.998549819,53.73416901,0,98.61042023,30.01354027,3.462057114,30.01354027,1.448855996,1.258631945,-1.286525011,0,0,0,0
42990.41705,100,1.021770954,100,0.000518024,-0.032960769,100,-0.02985329,0.998633623,53.71176147,0,98.61171722,30.01354027,3.450212002,30.01354027,1.44885695,1.258579016,-1.286525011,0,0,0,0
42990.41706,100,1.021752954,100,0.000518021,-0.033069361,100,-0.029874239,0.998717427,53.68935013,0,98.61302185,30.01354027,3.43836689,30.01354027,1.448858023,1.258525014,-1.286525011,0,0,0,0
42990.41707,100,1.021736026,100,0.000518018,-0.033177938,100,-0.029895181,0.998801172,53.66693115,0,98.61431885,30.01354027,3.426522017,30.01354027,1.448858023,1.258471966,-1.286525011,0,0,0,0
42990.41708,100,1.021718979,100,0.000518016,-0.033286531,100,-0.029916121,0.998884976,53.64451981,0,98.61562347,30.01354027,3.122448921,30.01354027,1.448858976,1.258419037,-1.286525011,0,0,0,0
42990.41709,100,1.021700978,100,0.000518013,-0.033059489,100,-0.029937049,0.99896878,53.62210846,0,98.61692047,30.01354027,3.118685961,30.01354027,1.448860049,1.258365989,-1.286525011,0,0,0,0
42990.41711,100,1.021684051,100,0.00051801,-0.03283244,100,-0.029957989,0.999052584,53.61709976,0,98.61823273,30.01354027,3.114923,30.01354027,1.448861003,1.257485032,-1.286525011,0,0,0,0
42990.41712,100,1.021667004,100,0.000518007,-0.032605398,100,-0.029978929,0.999136388,53.61209106,0,98.61952209,30.01354027,3.111159086,30.01354027,1.448861003,1.256605029,-1.286525011,0,0,0,0
42990.41713,100,1.021649003,100,0.000518005,-0.032378349,100,-0.029999871,0.999220312,53.60709,0,98.62082672,30.01354027,3.107395887,30.01354027,1.448861957,1.255723953,-1.286525011,0,0,0,0
42990.41714,100,1.021631956,100,0.000518002,-0.032151312,100,-0.030020811,0.999304116,53.6020813,0,98.62212372,30.01354027,3.103632927,30.01354027,1.448863029,1.25484395,-1.286525011,0,0,0,0
42990.41715,100,1.022233963,100,0.000517999,-0.03192427,100,-0.03004176,0.99938792,53.59706879,0,98.62342834,30.01354027,3.099869967,30.01354027,1.448863983,1.253962994,-1.286525011,0,0,0,0
42990.41716,100,1.022837043,100,0.000517996,-0.031697221,100,-0.0300627,0.999471724,53.59207153,0,98.62473297,30.01354027,3.390841007,30.01354027,1.448863983,1.254336953,-1.286525011,0,0,0,0
42990.41718,100,1.02343905,100,0.000517993,-0.03147018,100,-0.03008364,0.999555528,53.58705902,0,98.62602997,30.01354027,3.386573076,30.01354027,1.448865056,1.254711032,-1.286525011,0,0,0,0
42990.41719,100,1.023506999,100,0.000517991,-0.031243131,100,-0.030104579,0.999639273,53.58205032,0,98.62732697,30.01354027,3.382304907,30.01354027,1.44886601,1.255084991,-1.286525011,0,0,0,0
42990.4172,100,1.023574948,100,0.000517988,-0.031016091,100,-0.030125519,0.999723077,53.57704926,0,98.62863159,30.01354027,3.378036976,30.01354027,1.448866963,1.255458951,-1.286525011,0,0,0,0
42990.41721,100,1.023643017,100,0.000517985,-0.03078904,100,-0.030146459,0.999806881,53.57204056,0,98.62993622,30.01354027,3.090256929,30.01354027,1.448866963,1.256103039,-1.286525011,0,0,0,0
42990.41722,100,1.023710012,100,0.000517982,-0.030562,100,-0.030167401,1.000054955,53.56703186,0,98.63123322,30.01354027,3.100964069,30.01354027,1.448868036,1.256747007,-1.286525011,0,0,0,0
42990.41723,100,1.023777962,100,0.000517979,-0.030334961,100,-0.030188341,1.000301957,53.56201935,0,98.63253021,30.01354027,3.111670971,30.01354027,1.44886899,1.257392049,-1.286525011,0,0,0,0
42990.41725,100,1.02384603,100,0.000517977,-0.03010791,100,-0.030209281,1.000550032,53.55701828,0,98.63382721,30.01354027,3.353760958,30.01354027,1.448869944,1.258036017,-1.286525011,0,0,0,0
42990.41726,100,1.02391398,100,0.000517974,-0.02988087,100,-0.03023022,1.000797987,53.55200958,0,98.63513184,30.01354027,3.06577611,30.01354027,1.448871017,1.258100986,-1.286525011,0,0,0,0
42990.41727,100,1.023982048,100,0.000517971,-0.029653819,100,-0.03025116,1.001045942,53.54700089,0,98.63643646,30.01354027,3.106482029,30.01354027,1.448871017,1.258165002,-1.286525011,0,0,0,0
42990.41728,100,1.024049044,100,0.000517968,-0.02942678,100,-0.0302721,1.001294017,53.54199982,0,98.63773346,30.01354027,3.147186995,30.01354027,1.44887197,1.258229017,-1.286525011,0,0,0,0
42990.41729,100,1.024116993,100,0.000517966,-0.029199731,100,-0.03029304,1.001541018,53.53699112,0,98.63903809,30.01354027,3.101160049,30.01354027,1.448873043,1.258293986,-1.286525011,0,0,0,0
42990.4173,100,1.024184942,100,0.000517963,-0.028972691,100,-0.03031398,1.001788974,53.53197861,0,98.64034271,30.01354027,3.055131912,30.01354027,1.448873997,1.25891304,-1.286525011,0,0,0,0
42990.41731,100,1.024253011,100,0.00051796,-0.02874564,100,-0.03033492,1.002037048,53.52698135,0,98.64163971,30.01354027,3.104188919,30.01354027,1.448873997,1.259531975,-1.286525011,0,0,0,0
42990.41733,100,1.02432096,100,0.000517957,-0.0285186,100,-0.03035586,1.002285004,53.52196884,0,98.64293671,30.01354027,3.153245926,30.01354027,1.44887495,1.260151029,-1.286525011,0,0,0,0
42990.41734,100,1.024389029,100,0.000517955,-0.028330909,100,-0.030376799,1.002532005,53.52180862,0,98.64424133,30.01354027,3.075457096,30.01354027,1.448876023,1.26076901,-1.286525011,0,0,0,0
42990.41735,100,1.024456024,100,0.000517952,-0.02814321,100,-0.030397739,1.002779961,53.52164841,0,98.64553833,30.01354027,3.309297085,30.01354027,1.448876977,1.261387944,-1.286525011,0,0,0,0
42990.41736,100,1.024523973,100,0.000517949,-0.027955521,100,-0.030418679,1.003028035,53.52148819,0,98.64684296,30.01354027,3.23993206,30.01354027,1.448876977,1.262006998,-1.286525011,0,0,0,0
42990.41737,100,1.024592042,100,0.000517946,-0.02776783,100,-0.030439621,1.003028035,53.52133179,0,98.64814758,30.01354027,3.170567036,30.01354027,1.44887805,1.262626052,-1.286525011,0,0,0,0
42990.41738,100,1.024665952,100,0.000517943,-0.027580131,100,-0.030460561,1.003028035,53.5211792,0,98.64943695,30.01354027,3.318170071,30.01354027,1.448879004,1.263244987,-1.286525011,0,0,0,0
42990.4174,100,1.024739027,100,0.000517941,-0.02739244,100,-0.030481501,1.003028035,53.52101898,0,98.65074921,30.01408958,3.465773106,30.01408958,1.448879957,1.262714982,-1.286525011,0,0,0,0
42990.41741,100,1.024813056,100,0.000517938,-0.02720475,100,-0.03050244,1.003028035,53.52085114,0,98.6520462,30.01464081,3.42248702,30.01464081,1.448879957,1.262184024,-1.286525011,0,0,0,0
42990.41742,100,1.024886012,100,0.000517935,-0.027017049,100,-0.03052338,1.003028035,53.52069855,0,98.6533432,30.01519012,3.379199982,30.01519012,1.44888103,1.261654019,-1.286525011,0,0,0,0
42990.41743,100,1.024960041,100,0.000517932,-0.02682936,100,-0.03054432,1.003028035,53.52053833,0,98.65464783,30.01573944,3.335913897,30.01573944,1.448881984,1.261329055,-1.286525011,0,0,0,0
42990.41744,100,1.025032997,100,0.00051793,-0.026641671,100,-0.03056526,1.003028035,53.52037811,0,98.65593719,30.01629066,3.292627096,30.01629066,1.448883057,1.261003017,-1.286525011,0,0,0,0
42990.41745,100,1.025107026,100,0.000517927,-0.02645397,100,-0.0305862,1.003028035,53.52022171,0,98.65724945,30.01684952,3.249341011,30.01684952,1.44888401,1.260678053,-1.286525011,0,0,0,0
42990.41747,100,1.025179982,100,0.000517924,-0.026266281,100,-0.03060714,1.003028035,53.52006149,0,98.65854645,30.01740074,3.206053972,30.01740074,1.44888401,1.260352015,-1.286525011,0,0,0,0
42990.41748,100,1.025254011,100,0.000517921,-0.026078589,100,-0.03062808,1.003028035,53.51990128,0,98.65985107,30.01795006,3.283844948,30.01795006,1.448884964,1.260027051,-1.286525011,0,0,0,0
42990.41749,100,1.025326967,100,0.000517918,-0.025890891,100,-0.030649019,1.003913999,53.51974106,0,98.66116333,30.01849937,3.361635923,30.01849937,1.448886037,1.258842945,-1.286525011,0,0,0,0
42990.4175,100,1.025400996,100,0.000517916,-0.025703199,100,-0.030669959,1.003787041,53.51958084,0,98.6624527,30.0190506,3.216082096,30.0190506,1.448886991,1.257658958,-1.286525011,0,0,0,0
42990.41751,100,1.025473952,100,0.000517913,-0.0255155,100,-0.030690899,1.003661036,53.51942062,0,98.6635437,30.01959991,3.07052803,30.01959991,1.448886991,1.256474972,-1.286525011,0,0,0,0
42990.41752,100,1.025547981,100,0.00051791,-0.025327809,100,-0.030711841,1.003533959,53.51927185,0,98.66461945,30.02014923,3.353660107,30.02014923,1.448887944,1.255290985,-1.286525011,0,0,0,0
42990.41753,100,1.025621057,100,0.000517907,-0.02514012,100,-0.030732781,1.003407955,53.51911163,0,98.66570282,30.02070045,3.363481998,30.02070045,1.448889017,1.256032944,-1.286525011,0,0,0,0
42990.41755,100,1.025694966,100,0.000517905,-0.024952419,100,-0.030753721,1.003280997,53.51895142,0,98.66678619,29.98970032,2.985779047,29.98970032,1.448889971,1.256775022,-1.286525011,0,0,0,0
42990.41756,100,1.02600503,100,0.000517902,-0.02476473,100,-0.03077466,1.003154993,53.5187912,0,98.66786957,29.95870972,3.143136024,29.95870972,1.448889971,1.25751698,-1.286525011,0,0,0,0
42990.41757,100,1.02631402,100,0.000517899,-0.02457704,100,-0.0307956,1.003028035,53.51863098,0,98.66895294,30.02308083,3.626297951,30.02308083,1.448891044,1.258259058,-1.286525011,0,0,0,0
42990.41758,100,1.026623964,100,0.000517896,-0.024389351,100,-0.03081654,1.003579974,53.51847076,0,98.67003632,30.08745003,3.523495913,30.08745003,1.448891997,1.259001017,-1.286525011,0,0,0,0
42990.41759,100,1.026512027,100,0.000517894,-0.02420165,100,-0.03083748,1.00413096,53.51831055,0,98.67111969,30.07016945,3.420695066,30.07016945,1.448892951,1.259742975,-1.286525011,0,0,0,0
42990.4176,100,1.026399016,100,0.000517891,-0.024013961,100,-0.03085842,1.004683018,53.51815033,0,98.67220306,30.05287933,3.317893982,30.05287933,1.448894024,1.260485053,-1.286525011,0,0,0,0
42990.41762,100,1.02628696,100,0.000517888,-0.02382626,100,-0.03087936,1.004487038,53.51799011,0,98.67328644,30.03558922,3.215091944,30.03558922,1.448894024,1.261227012,-1.286525011,0,0,0,0
42990.41763,100,1.026175022,100,0.000517885,-0.023638571,100,-0.0309003,1.004289985,53.51784134,0,98.67436981,30.01831055,3.388056993,30.01831055,1.448894978,1.261124015,-1.286525011,0,0,0,0
42990.41764,100,1.026062965,100,0.000517882,-0.023618599,100,-0.030921239,1.004094005,53.51768112,0,98.67545319,30.04025078,3.561022043,30.04025078,1.44889605,1.261021018,-1.286525011,0,0,0,0
42990.41765,100,1.025951028,100,0.00051788,-0.023598621,100,-0.030942179,1.003896952,53.5175209,0,98.67653656,30.06217957,3.457912922,30.06217957,1.448897004,1.260918021,-1.286525011,0,0,0,0
42990.41766,100,1.025838017,100,0.000517877,-0.023578649,100,-0.030963119,1.003700972,53.51736069,0,98.67761993,30.0841198,3.354804993,30.0841198,1.448897004,1.260813951,-1.286525011,0,0,0,0
42990.41767,100,1.025725961,100,0.000517874,-0.023558671,100,-0.030984061,1.003504038,53.51720047,0,98.67870331,30.10605049,3.388964891,30.10605049,1.448897958,1.260710955,-1.286525011,0,0,0,0
42990.41769,100,1.025614023,100,0.000517871,-0.023538699,100,-0.031005001,1.003308058,53.52196884,0,98.67978668,30.12799072,3.753916025,30.12799072,1.448899031,1.260607958,-1.286525011,0,0,0,0
42990.4177,100,1.025501966,100,0.000517868,-0.023518721,100,-0.031025941,1.003111959,53.52674103,0,98.68087006,30.09938049,3.418437004,30.09938049,1.448899984,1.260504961,-1.286525011,0,0,0,0
42990.41771,100,1.025388956,100,0.000517866,-0.023498749,100,-0.03104688,1.002915025,53.5315094,0,98.68195343,30.07077026,3.610562086,30.07077026,1.448899984,1.258432031,-1.286525011,0,0,0,0
42990.41772,100,1.025277019,100,0.000517863,-0.02347878,100,-0.03106782,1.002719045,53.53627014,0,98.6830368,30.0421505,3.495387077,30.0421505,1.448901057,1.256358027,-1.286525011,0,0,0,0
42990.41773,100,1.025164962,100,0.00051786,-0.023458799,100,-0.03108876,1.002521992,53.54103851,0,98.68412018,30.01354027,3.380211115,30.01354027,1.448902011,1.254284978,-1.286525011,0,0,0,0
42990.41774,100,1.025053024,100,0.000517857,-0.02343883,100,-0.0311097,1.002326012,53.5458107,0,98.68520355,30.02506065,3.736093998,30.02506065,1.448902965,1.254680991,-1.286525011,0,0,0,0
42990.41775,100,1.024940014,100,0.000517855,-0.023418849,100,-0.03113064,1.002128959,53.55057907,0,98.68628693,30.03659058,3.449086905,30.03659058,1.448902965,1.255076051,-1.286525011,0,0,0,0
42990.41777,100,1.024827957,100,0.000517852,-0.02339888,100,-0.03115158,1.001932979,53.55535126,0,98.68663025,30.04810905,3.723910093,30.04810905,1.448904037,1.255470991,-1.286525011,0,0,0,0
42990.41778,100,1.02471602,100,0.000517849,-0.023378899,100,-0.03117252,1.001764059,53.56011963,0,98.68697357,30.05964088,3.701514006,30.05964088,1.448904991,1.255867004,-1.286525011,0,0,0,0
42990.41779,100,1.024499059,100,0.000517846,-0.02335893,100,-0.031193459,1.001595974,53.56488037,0,98.68730927,30.07117081,3.679117918,30.07117081,1.448905945,1.25673902,-1.286525011,0,0,0,0
42990.4178,100,1.024281979,100,0.000517844,-0.023338949,100,-0.031214399,1.001427054,53.56964874,0,98.68763733,30.08268929,3.656722069,30.08268929,1.448907018,1.25761199,-1.286525011,0,0,0,0
42990.41781,100,1.024065018,100,0.000517841,-0.02331898,100,-0.031235339,1.001258969,53.57442093,0,98.68798828,30.08342934,3.474090099,30.08342934,1.448907018,1.258484006,-1.286525011,0,0,0,0
42990.41782,100,1.023848057,100,0.000517838,-0.023298999,100,-0.031256281,1.00109005,53.5791893,0,98.68831635,30.08416939,3.652889967,30.08416939,1.448907971,1.257328987,-1.286525011,0,0,0,0
42990.41784,100,1.02363205,100,0.000517835,-0.02327903,100,-0.031277221,1.000921965,53.58396149,0,98.6886673,30.0848999,3.831690073,30.0848999,1.448909044,1.256173015,-1.286525011,0,0,0,0
42990.41785,100,1.023414969,100,0.000517833,-0.02325906,100,-0.031298161,1.000753045,53.58872986,0,98.68858337,30.08563995,3.827528,30.08563995,1.448909998,1.255017996,-1.286525011,0,0,0,0
42990.41786,100,1.023198009,100,0.00051783,-0.02323908,100,-0.0313191,1.00058496,53.59349823,0,98.68849945,30.08638,3.823367119,30.08638,1.448909998,1.253862977,-1.286525011,0,0,0,0
42990.41787,100,1.022981048,100,0.000517827,-0.02321911,100,-0.03134004,1.00041604,53.59827042,0,98.68842316,30.08712006,3.819205046,30.08712006,1.448910952,1.252707005,-1.286525011,0,0,0,0
42990.41788,100,1.022763968,100,0.000517824,-0.02319913,100,-0.03136098,0.999429405,53.60303116,0,98.68831635,30.08785057,3.815042973,30.08785057,1.448912024,1.251551986,-1.286525011,0,0,0,0
42990.41789,100,1.021414995,100,0.000517821,-0.02317916,100,-0.03138192,0.998442709,53.60779953,0,98.68824005,30.08859062,3.535876036,30.08859062,1.448912978,1.249716997,-1.286525011,0,0,0,0
42990.41791,100,1.020066023,100,0.000517819,-0.023159189,100,-0.03140286,0.997456074,53.61257172,0,98.68816376,30.08933067,3.87648797,30.08933067,1.448912978,1.247882962,-1.286525011,0,0,0,0
42990.41792,100,1.018718004,100,0.000517816,-0.02313921,100,-0.0314238,0.996309578,53.61734009,0,98.6880722,30.09007072,3.893047094,30.09007072,1.448914051,1.249171019,-1.286525011,0,0,0,0
42990.41793,100,1.017369032,100,0.000517813,-0.02325787,100,-0.03144474,0.995163321,53.62210846,0,98.68798828,30.09081078,3.90960598,30.09081078,1.448915005,1.250460029,-1.286525011,0,0,0,0
42990.41794,100,1.01602006,100,0.00051781,-0.02337653,100,-0.031465679,0.994016826,53.62688065,0,98.68789673,30.09153938,3.926165104,30.09153938,1.448915958,1.252071023,-1.286525011,0,0,0,0
42990.41795,100,1.014670968,100,0.000517807,-0.02349519,100,-0.031486619,0.99287039,53.63164902,0,98.68782043,30.09227943,3.83189106,30.09227943,1.448915958,1.253682971,-1.286525011,0,0,0,0
42990.41796,100,1.013322949,100,0.000517805,-0.02361385,100,-0.031507559,0.991724014,53.63640976,0,98.68772888,30.09301949,3.737616062,30.09301949,1.448917031,1.255295038,-1.286525011,0,0,0,0
42990.41797,100,1.011973977,100,0.000517802,-0.023732509,100,-0.031528499,0.990577579,53.64117813,0,98.68763733,30.09375954,3.770898104,30.09375954,1.448917985,1.256906033,-1.286525011,0,0,0,0
42990.41799,100,1.010625005,100,0.000517799,-0.02385116,100,-0.031549439,0.988009095,53.64595032,0,98.68756104,30.09449959,3.804179907,30.09449959,1.448919058,1.257321,-1.286525011,0,0,0,0
42990.418,100,1.010457993,100,0.000517796,-0.02396982,100,-0.031570379,0.985440671,53.65863037,0,98.68747711,30.0952301,3.837461948,30.0952301,1.448920012,1.257737041,-1.286525011,0,0,0,0
42990.41801,100,1.008721948,100,0.000517794,-0.02408848,100,-0.031591319,0.984265208,53.67129898,0,98.68739319,30.09597015,3.87074399,30.09597015,1.448920012,1.258152008,-1.286525011,0,0,0,0
42990.41802,100,1.006986976,100,0.000517791,-0.024207139,100,-0.031612258,0.983089805,53.68397903,0,98.68730927,30.09671021,3.904026031,30.09671021,1.448920965,1.258566976,-1.286525011,0,0,0,0
42990.41803,100,1.00525105,100,0.000517788,-0.024325799,100,-0.031633198,0.981914282,53.69665909,0,98.68723297,30.09745026,3.851177931,30.09745026,1.448922038,1.258983016,-1.286525011,0,0,0,0
42990.41804,100,1.003515959,100,0.000517785,-0.024444461,100,-0.031654142,0.980738878,53.70933914,0,98.68713379,30.09818077,3.798330069,30.09818077,1.448922992,1.259397984,-1.286525011,0,0,0,30
42990.41806,100,1.001780033,100,0.000517783,-0.024563121,100,-0.031675082,0.980738878,53.72201157,0,98.68704987,30.09892082,3.745481968,30.09892082,1.448922992,1.257733941,-1.286525011,0,0,0,30
42990.41807,100,1.001214027,100,0.00051778,-0.02468178,100,-0.031696029,0.978983223,53.73469162,0,98.68697357,30.09966087,3.847244978,30.09966087,1.448923945,1.256070018,-1.286525011,0,0,0,30
42990.41808,100,1.000648022,100,0.000517777,-0.02480044,100,-0.031716969,0.97750169,53.74737167,0,98.68688202,30.10040092,3.949007988,30.10040092,1.448925018,1.254405975,-1.286525011,0,0,0,30
42990.41809,100,0.99891758,100,0.000517774,-0.024919091,100,-0.031737901,0.976020277,53.76004028,0,98.6867981,30.10113907,3.735630989,30.10113907,1.448925972,1.254881978,-1.286525011,0,0,0,30
42990.4181,100,0.997187197,100,0.000517771,-0.025037751,100,-0.031758841,0.974538922,53.77272034,0,98.68670654,30.10186958,4.011682034,30.10186958,1.448925972,1.255357027,-1.286525011,0,0,0,30
42990.41811,100,0.995456815,100,0.000517769,-0.02515641,100,-0.031779781,0.973057389,53.78540039,0,98.68663025,30.10260963,3.981017113,30.10260963,1.448927045,1.25583303,-1.286525011,0,1.480000019,0,30
42990.41813,100,0.993726373,100,0.000517766,-0.02527507,100,-0.031800721,0.971575916,53.79808044,0,98.6865387,30.10334969,3.950351954,30.10334969,1.448927999,1.256016016,-1.286525011,0,0.709999979,44.25,30
42990.41814,100,0.99199599,100,0.000517763,-0.02539373,100,-0.031821661,0.970094502,53.81074905,0,98.68644714,30.10408974,3.752654076,30.10408974,1.448928952,1.256198049,-1.286525011,0,0.560000002,122.9167023,30
42990.41815,100,0.990265608,100,0.00051776,-0.02551239,100,-0.031842601,0.968613029,53.82342911,0,98.68637085,30.10482979,3.756069899,30.10482979,1.448930025,1.255177021,-1.286525011,0,0.600000024,206.5,30
42990.41816,100,0.989218414,100,0.000517758,-0.02563105,100,-0.03186354,0.967131615,53.83610916,0,98.68628693,30.1055603,4.039959908,30.1055603,1.448930025,1.264577985,-1.286525011,0,0.545000017,295,30
42990.41817,100,0.98817122,100,0.000517755,-0.025749709,100,-0.03188448,0.965650082,53.84878922,0,98.67812347,30.10630035,4.028008938,30.10630035,1.448930979,1.273977995,-1.286525011,0,0.49000001,378.583313,30
